Site,Longitude,Latitude,Elevation,species,Type,Type2,D,H,Ac,Soil,potential evotranspiration (mm d-1),potential evotranspiration (mm month-1),actual evotranspoiration(mm d-1),Gst,MT,MP,MP1,Solar,MI,R
616,12.13472222,53.20055556,75,Quercus petraea*,deciduous,angiosperm,0.06284,7.440909091,NA,439.4903,1.062384,12.748608,1.057969,8.883333333,8.883333333,53.41666667,641,110.8333333,4.189999933,NA
616,12.13472222,53.20055556,75,Sorbus aucuparia,deciduous,angiosperm,0.06425,8.525,NA,439.4903,1.062384,12.748608,1.057969,8.883333333,8.883333333,53.41666667,641,110.8333333,4.189999933,NA
617,12.67472222,53.21722222,75,Fagus sylvatica*,deciduous,angiosperm,0.184973025,22.93478261,NA,407.6308,1.040548,12.486576,1.036249,8.758333333,8.758333333,49.75,597,108.3333333,3.984278797,NA
617,12.67472222,53.21722222,75,Pinus sylvestris*,evergreen,gymnosperm,0.232,21.85,NA,407.6308,1.040548,12.486576,1.036249,8.758333333,8.758333333,49.75,597,108.3333333,3.984278797,NA
618,13.63916667,53.2175,25,Pinus sylvestris*,evergreen,gymnosperm,0.246280374,22.55493827,NA,323.5731,1.072968,12.875616,1.069121,9.581818182,8.775,44.58333333,535,112.5,3.462617504,NA
619,24.84166667,54.00055556,125,Betula pendula*,deciduous,angiosperm,0.3125,29.68,NA,665.5612,1.005142,12.061704,0.9834982,10.3,6.891666667,55,660,108.5833333,4.559886397,NA
619,24.84166667,54.00055556,125,Carpinus betulus*,deciduous,angiosperm,0.071428571,8.9,NA,665.5612,1.005142,12.061704,0.9834982,10.3,6.891666667,55,660,108.5833333,4.559886397,NA
619,24.84166667,54.00055556,125,Other broadleaves,deciduous,angiosperm,0.084833333,10.7,NA,665.5612,1.005142,12.061704,0.9834982,10.3,6.891666667,55,660,108.5833333,4.559886397,NA
619,24.84166667,54.00055556,125,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.151929119,20.03478261,NA,665.5612,1.005142,12.061704,0.9834982,10.3,6.891666667,55,660,108.5833333,4.559886397,NA
619,24.84166667,54.00055556,125,Pinus sylvestris*,evergreen,gymnosperm,0.484333333,31.3,NA,665.5612,1.005142,12.061704,0.9834982,10.3,6.891666667,55,660,108.5833333,4.559886397,NA
619,24.84166667,54.00055556,125,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.345345,27.98139535,NA,665.5612,1.005142,12.061704,0.9834982,10.3,6.891666667,55,660,108.5833333,4.559886397,NA
620,23.85,54.00083333,75,Alnus glutinosa*,deciduous,angiosperm,0.175333333,24.35,NA,705.5918,0.9918943,11.9027316,0.9736419,10.52222222,7.191666667,52.75,633,106.5833333,4.431755816,NA
620,23.85,54.00083333,75,Betula pendula*,deciduous,angiosperm,0.2455,26.4,NA,705.5918,0.9918943,11.9027316,0.9736419,10.52222222,7.191666667,52.75,633,106.5833333,4.431755816,NA
620,23.85,54.00083333,75,Pinus sylvestris*,evergreen,gymnosperm,0.185381045,22.33766234,NA,705.5918,0.9918943,11.9027316,0.9736419,10.52222222,7.191666667,52.75,633,106.5833333,4.431755816,NA
621,24.42777778,54.00138889,125,Alnus glutinosa*,deciduous,angiosperm,0.264295455,26.2,NA,736.5044,0.978336,11.740032,0.9585816,10.34444444,6.983333333,53.41666667,641,105.1666667,4.549959205,NA
621,24.42777778,54.00138889,125,Betula pendula*,deciduous,angiosperm,0.400571429,NA,NA,736.5044,0.978336,11.740032,0.9585816,10.34444444,6.983333333,53.41666667,641,105.1666667,4.549959205,NA
621,24.42777778,54.00138889,125,Betula pubescens*,deciduous,angiosperm,0.235267677,24.39545455,NA,736.5044,0.978336,11.740032,0.9585816,10.34444444,6.983333333,53.41666667,641,105.1666667,4.549959205,NA
621,24.42777778,54.00138889,125,Fraxinus excelsior*,deciduous,angiosperm,0.126333333,18.5,NA,736.5044,0.978336,11.740032,0.9585816,10.34444444,6.983333333,53.41666667,641,105.1666667,4.549959205,NA
621,24.42777778,54.00138889,125,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.164916084,17.332,NA,736.5044,0.978336,11.740032,0.9585816,10.34444444,6.983333333,53.41666667,641,105.1666667,4.549959205,NA
622,24.81666667,54.00166667,75,Betula pendula*,deciduous,angiosperm,0.275733333,29,NA,697.6754,1.005033,12.060396,0.9851112,10.36666667,6.966666667,53.16666667,638,108.5833333,4.408368238,NA
622,24.81666667,54.00166667,75,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.173562925,19.63103448,NA,697.6754,1.005033,12.060396,0.9851112,10.36666667,6.966666667,53.16666667,638,108.5833333,4.408368238,NA
622,24.81666667,54.00166667,75,Pinus sylvestris*,evergreen,gymnosperm,0.342907489,31.98333333,NA,697.6754,1.005033,12.060396,0.9851112,10.36666667,6.966666667,53.16666667,638,108.5833333,4.408368238,NA
623,24.79277778,54.00194444,75,Betula pendula*,deciduous,angiosperm,0.218028926,23.31176471,NA,706.0173,0.9964852,11.9578224,0.9767825,10.34444444,6.95,53.16666667,638,107.5,4.446183,NA
623,24.79277778,54.00194444,75,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.148595506,15.26862745,NA,706.0173,0.9964852,11.9578224,0.9767825,10.34444444,6.95,53.16666667,638,107.5,4.446183,NA
623,24.79277778,54.00194444,75,Pinus sylvestris*,evergreen,gymnosperm,0.183,19.85,NA,706.0173,0.9964852,11.9578224,0.9767825,10.34444444,6.95,53.16666667,638,107.5,4.446183,NA
624,24.18333333,54.00222222,125,Betula pendula*,deciduous,angiosperm,0.047666667,NA,NA,714.7379,0.983699,11.804388,0.9630923,10.4,7.05,54.5,654,105.5,4.616927197,NA
624,24.18333333,54.00222222,125,Betula pubescens*,deciduous,angiosperm,0.131333333,9.75,NA,714.7379,0.983699,11.804388,0.9630923,10.4,7.05,54.5,654,105.5,4.616927197,NA
624,24.18333333,54.00222222,125,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.078,7.4,NA,714.7379,0.983699,11.804388,0.9630923,10.4,7.05,54.5,654,105.5,4.616927197,NA
624,24.18333333,54.00222222,125,Pinus sylvestris*,evergreen,gymnosperm,0.300290323,28.13030303,NA,714.7379,0.983699,11.804388,0.9630923,10.4,7.05,54.5,654,105.5,4.616927197,NA
624,24.18333333,54.00222222,125,Populus tremula*,deciduous,angiosperm,0.034,NA,NA,714.7379,0.983699,11.804388,0.9630923,10.4,7.05,54.5,654,105.5,4.616927197,NA
625,-8.809722222,54.00333333,175,Pinus contorta*,evergreen,gymnosperm,0.09836532,NA,NA,-132.3827,0.9015208,10.8182496,3.20E-18,9.866666667,9.866666667,100.75,1209,94.75,9.312966859,NA
626,-8.745555556,54.00361111,225,Picea sitchensis*,evergreen,gymnosperm,0.204105128,NA,NA,-142.7731,0.9063272,10.8759264,2.60E-18,9.783333333,9.783333333,103.5833333,1243,95.25,9.524092893,NA
627,-7.8625,54.00416667,175,Picea sitchensis*,evergreen,gymnosperm,0.22348249,NA,NA,-161.1178,0.894583,10.734996,2.98E-18,9.55,9.55,97.58333333,1171,94,9.090206772,NA
628,10.10027778,54.01694444,25,Fagus sylvatica*,deciduous,angiosperm,0.504276498,34.01028278,NA,629.3924,1.011792,12.141504,1.011792,8.916666667,8.916666667,65.41666667,785,105.9166667,5.387855299,NA
629,54.8125,54.01722222,NA,Betula pendula*,deciduous,angiosperm,0.45,NA,NA,283.6478,1.065998,12.791976,1.031324,13.47142857,4.366666667,33,396,120.6666667,2.579742176,NA
629,54.8125,54.01722222,NA,Pinus sylvestris*,evergreen,gymnosperm,0.254437956,22.15,NA,283.6478,1.065998,12.791976,1.031324,13.47142857,4.366666667,33,396,120.6666667,2.579742176,NA
630,-0.721111111,54.01861111,175,Fagus sylvatica*,deciduous,angiosperm,0.15739916,NA,NA,632.367,0.943663,11.323956,0.943663,8.633333333,8.633333333,60.58333333,727,101.25,5.350014901,NA
631,54.6825,54.01972222,NA,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.32031318,29.35172414,NA,544.0572,1.026349,12.316188,0.9991742,12.15714286,3.158333333,45.75,549,119.6666667,3.714623388,NA
632,54.15833333,54.02027778,NA,Pinus sylvestris*,evergreen,gymnosperm,0.174264935,15.2,NA,503.1427,1.021354,12.256248,0.9928661,12.08571429,3.1,44.83333333,538,120.0833333,3.657998217,NA
633,54.2,54.02055556,NA,Pinus sylvestris*,evergreen,gymnosperm,0.213921435,19.93666667,NA,544.5519,1.019478,12.233736,0.9911094,12,3.033333333,46.08333333,553,120.5,3.766905983,NA
634,54.54166667,54.02083333,NA,Fagus sylvatica*,deciduous,angiosperm,0.196885714,18,8.805345,521.4989,1.013226,12.158712,0.9885696,11.92857143,2.95,43.83333333,526,118.25,3.605096768,2.484618225
634,54.54166667,54.02083333,NA,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.159,NA,NA,521.4989,1.013226,12.158712,0.9885696,11.92857143,2.95,43.83333333,526,118.25,3.605096768,NA
634,54.54166667,54.02083333,NA,Pinus sylvestris*,evergreen,gymnosperm,0.302318182,NA,NA,521.4989,1.013226,12.158712,0.9885696,11.92857143,2.95,43.83333333,526,118.25,3.605096768,NA
634,54.54166667,54.02083333,NA,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.195360352,17.59473684,NA,521.4989,1.013226,12.158712,0.9885696,11.92857143,2.95,43.83333333,526,118.25,3.605096768,NA
635,54.55916667,54.02111111,NA,Betula pendula*,deciduous,angiosperm,0.433333333,26.4,NA,477.8118,1.01853,12.22236,0.9925759,11.98571429,3.008333333,42,504,118.8333333,3.4363249,NA
635,54.55916667,54.02111111,NA,Fagus sylvatica*,deciduous,angiosperm,0.277488889,26.43264463,NA,477.8118,1.01853,12.22236,0.9925759,11.98571429,3.008333333,42,504,118.8333333,3.4363249,NA
635,54.55916667,54.02111111,NA,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.286909091,24.5,NA,477.8118,1.01853,12.22236,0.9925759,11.98571429,3.008333333,42,504,118.8333333,3.4363249,NA
635,54.55916667,54.02111111,NA,Pinus sylvestris*,evergreen,gymnosperm,0.372846154,27.4962963,NA,477.8118,1.01853,12.22236,0.9925759,11.98571429,3.008333333,42,504,118.8333333,3.4363249,NA
635,54.55916667,54.02111111,NA,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.260333333,24.47142857,NA,477.8118,1.01853,12.22236,0.9925759,11.98571429,3.008333333,42,504,118.8333333,3.4363249,NA
636,54.08611111,54.02138889,NA,Pinus sylvestris*,evergreen,gymnosperm,0.290841778,26.47954545,NA,531.4277,1.021121,12.253452,0.9909569,12.24285714,3.258333333,45.41666667,545,119.1666667,3.706438534,NA
636,54.08611111,54.02138889,NA,Quercus petraea*,deciduous,angiosperm,NA,NA,NA,531.4277,1.021121,12.253452,0.9909569,12.24285714,3.258333333,45.41666667,545,119.1666667,3.706438534,NA
636,54.08611111,54.02138889,NA,"Ulmus minor (U. campestris, U. carpinifolia)",deciduous,angiosperm,0.128666667,NA,NA,531.4277,1.021121,12.253452,0.9909569,12.24285714,3.258333333,45.41666667,545,119.1666667,3.706438534,NA
637,54.08972222,54.02166667,NA,Pinus sylvestris*,evergreen,gymnosperm,0.213945813,21.38333333,NA,531.6808,1.021119,12.253428,0.9909554,12.24285714,3.258333333,45.41666667,545,119.1666667,3.706445794,NA
638,54.05,54.02194444,NA,Betula pendula*,deciduous,angiosperm,0.123,NA,NA,624.3258,1.017062,12.204744,0.9878494,12.14285714,3.166666667,49.25,591,119.1666667,4.035316103,NA
638,54.05,54.02194444,NA,Pinus sylvestris*,evergreen,gymnosperm,0.306434783,24.82333333,NA,624.3258,1.017062,12.204744,0.9878494,12.14285714,3.166666667,49.25,591,119.1666667,4.035316103,NA
639,54.15027778,54.02222222,NA,Betula pendula*,deciduous,angiosperm,0.294,NA,NA,624.3258,1.017062,12.204744,0.9878494,12.11428571,3.141666667,43.33333333,520,120.0833333,3.550531935,NA
639,54.15027778,54.02222222,NA,Pinus sylvestris*,evergreen,gymnosperm,0.218464481,19.89222222,NA,624.3258,1.017062,12.204744,0.9878494,12.11428571,3.141666667,43.33333333,520,120.0833333,3.550531935,NA
640,54.28333333,54.03388889,NA,Alnus glutinosa*,deciduous,angiosperm,0.243214286,24.5,NA,534.4191,1.019246,12.230952,0.993917,11.97142857,3,45.25,543,120.3333333,3.69963025,NA
640,54.28333333,54.03388889,NA,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.291804511,26.87931034,NA,534.4191,1.019246,12.230952,0.993917,11.97142857,3,45.25,543,120.3333333,3.69963025,NA
640,54.28333333,54.03388889,NA,Populus tremula*,deciduous,angiosperm,0.567,NA,NA,534.4191,1.019246,12.230952,0.993917,11.97142857,3,45.25,543,120.3333333,3.69963025,NA
641,54.27777778,54.03416667,NA,Acer platanoides,deciduous,angiosperm,0.074,8.15,NA,555.8771,1.018011,12.216132,0.9893664,11.95714286,2.983333333,46.16666667,554,120.3333333,3.779155846,NA
641,54.27777778,54.03416667,NA,Alnus glutinosa*,deciduous,angiosperm,0.221,NA,NA,555.8771,1.018011,12.216132,0.9893664,11.95714286,2.983333333,46.16666667,554,120.3333333,3.779155846,NA
641,54.27777778,54.03416667,NA,Betula pendula*,deciduous,angiosperm,0.318388889,28.2,NA,555.8771,1.018011,12.216132,0.9893664,11.95714286,2.983333333,46.16666667,554,120.3333333,3.779155846,NA
641,54.27777778,54.03416667,NA,Corylus avellana*,deciduous,angiosperm,0.0595,5.65,NA,555.8771,1.018011,12.216132,0.9893664,11.95714286,2.983333333,46.16666667,554,120.3333333,3.779155846,NA
641,54.27777778,54.03416667,NA,Fraxinus excelsior*,deciduous,angiosperm,0.301,25.9,NA,555.8771,1.018011,12.216132,0.9893664,11.95714286,2.983333333,46.16666667,554,120.3333333,3.779155846,NA
641,54.27777778,54.03416667,NA,Other broadleaves,deciduous,angiosperm,0.0788,5.3,NA,555.8771,1.018011,12.216132,0.9893664,11.95714286,2.983333333,46.16666667,554,120.3333333,3.779155846,NA
641,54.27777778,54.03416667,NA,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.287115172,26.11298246,NA,555.8771,1.018011,12.216132,0.9893664,11.95714286,2.983333333,46.16666667,554,120.3333333,3.779155846,NA
641,54.27777778,54.03416667,NA,Pinus sylvestris*,evergreen,gymnosperm,0.629666667,29.4,NA,555.8771,1.018011,12.216132,0.9893664,11.95714286,2.983333333,46.16666667,554,120.3333333,3.779155846,NA
641,54.27777778,54.03416667,NA,Tilia cordata,deciduous,angiosperm,0.07,6.4,NA,555.8771,1.018011,12.216132,0.9893664,11.95714286,2.983333333,46.16666667,554,120.3333333,3.779155846,NA
642,54.33611111,54.03444444,NA,Acer platanoides,deciduous,angiosperm,0.151333333,NA,NA,526.8569,1.019114,12.229368,0.9934389,11.95714286,2.975,44.33333333,532,120.3333333,3.625153265,NA
642,54.33611111,54.03444444,NA,Betula pendula*,deciduous,angiosperm,0.181086957,NA,NA,526.8569,1.019114,12.229368,0.9934389,11.95714286,2.975,44.33333333,532,120.3333333,3.625153265,NA
642,54.33611111,54.03444444,NA,Carpinus betulus*,deciduous,angiosperm,0.093,NA,NA,526.8569,1.019114,12.229368,0.9934389,11.95714286,2.975,44.33333333,532,120.3333333,3.625153265,NA
642,54.33611111,54.03444444,NA,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.154162162,NA,NA,526.8569,1.019114,12.229368,0.9934389,11.95714286,2.975,44.33333333,532,120.3333333,3.625153265,NA
642,54.33611111,54.03444444,NA,Pinus sylvestris*,evergreen,gymnosperm,0.273762355,25.877,NA,526.8569,1.019114,12.229368,0.9934389,11.95714286,2.975,44.33333333,532,120.3333333,3.625153265,NA
642,54.33611111,54.03444444,NA,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.096181818,NA,NA,526.8569,1.019114,12.229368,0.9934389,11.95714286,2.975,44.33333333,532,120.3333333,3.625153265,NA
642,54.33611111,54.03444444,NA,Tilia cordata,deciduous,angiosperm,0.1205,NA,NA,526.8569,1.019114,12.229368,0.9934389,11.95714286,2.975,44.33333333,532,120.3333333,3.625153265,NA
643,-3.685,54.08805556,125,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.334020619,18.60625,25.59552885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11843275
644,25.80388889,55.0025,125,Malus domestica,deciduous,angiosperm,0.077,NA,NA,629.8499,0.9566338,11.4796056,0.932967,11.2375,6.5,52.91666667,635,104.4166667,4.609624103,NA
644,25.80388889,55.0025,125,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.203567252,20.20666667,NA,629.8499,0.9566338,11.4796056,0.932967,11.2375,6.5,52.91666667,635,104.4166667,4.609624103,NA
644,25.80388889,55.0025,125,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.213,NA,NA,629.8499,0.9566338,11.4796056,0.932967,11.2375,6.5,52.91666667,635,104.4166667,4.609624103,NA
645,21.83833333,55.00277778,75,Betula pendula*,deciduous,angiosperm,0.011,NA,NA,778.9398,1.020753,12.249036,1.001725,10.9,7.791666667,62.33333333,748,110,5.088835834,NA
645,21.83833333,55.00277778,75,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.259015152,18.215,NA,778.9398,1.020753,12.249036,1.001725,10.9,7.791666667,62.33333333,748,110,5.088835834,NA
645,21.83833333,55.00277778,75,Salix caprea,deciduous,angiosperm,0.052,9.9,NA,778.9398,1.020753,12.249036,1.001725,10.9,7.791666667,62.33333333,748,110,5.088835834,NA
646,8.141666667,55.00583333,25,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.175401869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,8.141666667,55.00611111,25,Picea sitchensis*,evergreen,gymnosperm,0.186289753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,8.141666667,55.00638889,25,Pseudotsuga menziesii*,evergreen,gymnosperm,0.228013944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,8.141666667,55.00666667,25,Fagus sylvatica*,deciduous,angiosperm,0.130575194,NA,18.87396635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,8.141666667,55.00694444,25,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.082281467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,8.145277778,55.00722222,25,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.149136986,14.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,8.145277778,55.00722222,25,Picea sitchensis*,evergreen,gymnosperm,0.229756614,19.56969697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,12.95638889,55.00861111,25,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.208221894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,12.95638889,55.00888889,25,Picea sitchensis*,evergreen,gymnosperm,0.1771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,12.95638889,55.00916667,25,Pseudotsuga menziesii*,evergreen,gymnosperm,0.261109649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,12.95722222,55.00944444,25,Fagus sylvatica*,deciduous,angiosperm,0.200692494,22.78928571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,12.95638889,55.00972222,25,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.096602823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,9.013055556,55.01777778,25,Acer pseudoplatanus*,deciduous,angiosperm,0.024034483,NA,25.83329327,142.7622,0.9965248,11.9582976,0.9965248,8.791666667,8.791666667,70.66666667,848,105.9166667,5.909425324,NA
657,9.013055556,55.01777778,25,Fagus sylvatica*,deciduous,angiosperm,0.248962162,27.22195122,NA,142.7622,0.9965248,11.9582976,0.9965248,8.791666667,8.791666667,70.66666667,848,105.9166667,5.909425324,NA
657,9.013055556,55.01777778,25,Fraxinus excelsior*,deciduous,angiosperm,0.544,NA,NA,142.7622,0.9965248,11.9582976,0.9965248,8.791666667,8.791666667,70.66666667,848,105.9166667,5.909425324,NA
657,9.013055556,55.01777778,25,NA,NA,NA,0.007,NA,NA,142.7622,0.9965248,11.9582976,0.9965248,8.791666667,8.791666667,70.66666667,848,105.9166667,5.909425324,NA
658,-3.533888889,55.01888889,225,Fagus sylvatica*,deciduous,angiosperm,0.149464435,NA,NA,777.5417,0.9190323,11.0283876,0.9190323,9.708333333,9.708333333,91.75,1101,96.33333333,8.31943919,NA
659,11.38111111,55.02055556,25,Fagus sylvatica*,deciduous,angiosperm,0.209642659,21.81714286,27.35800481,NA,NA,NA,NA,NA,NA,NA,NA,111.5,NA,5.981455646
659,11.38111111,55.02055556,25,Fraxinus excelsior*,deciduous,angiosperm,0.488292308,33.01538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.5,NA,NA
659,11.38111111,55.02055556,25,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.614909091,25.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.5,NA,NA
659,11.38111111,55.02055556,25,"Ulmus glabra (U. scabra, U. scaba, U. montana)",deciduous,angiosperm,0.089753425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.5,NA,NA
660,12.70111111,55.02361111,25,Fraxinus excelsior*,deciduous,angiosperm,0.0142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,12.70111111,55.02361111,25,NA,NA,NA,0.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,12.70111111,55.02361111,25,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.192922772,15.578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,12.70111111,55.02361111,25,"Ulmus glabra (U. scabra, U. scaba, U. montana)",deciduous,angiosperm,0.1205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,-2.903888889,55.15527778,275,Picea sitchensis*,evergreen,gymnosperm,0.219409496,23.33421053,NA,682.351,0.84683,10.16196,0.84683,7.758333333,7.758333333,118.5833333,1423,91.58333333,11.66933676,NA
662,24.35833333,56.00027778,75,Acer platanoides,deciduous,angiosperm,0.100857143,13.02857143,NA,682.351,0.84683,10.16196,0.84683,10.37777778,7.066666667,47.75,573,107.4166667,4.69889667,NA
662,24.35833333,56.00027778,75,Alnus glutinosa*,deciduous,angiosperm,0.206692308,20.52,NA,555.8616,0.9874237,11.8490844,0.971146,10.37777778,7.066666667,47.75,573,107.4166667,4.029847234,NA
662,24.35833333,56.00027778,75,Alnus incana,deciduous,angiosperm,0.159419355,17,NA,555.8616,0.9874237,11.8490844,0.971146,10.37777778,7.066666667,47.75,573,107.4166667,4.029847234,NA
662,24.35833333,56.00027778,75,Betula pendula*,deciduous,angiosperm,0.168,24.1,NA,555.8616,0.9874237,11.8490844,0.971146,10.37777778,7.066666667,47.75,573,107.4166667,4.029847234,NA
662,24.35833333,56.00027778,75,Fraxinus excelsior*,deciduous,angiosperm,0.12671179,16.43703704,NA,555.8616,0.9874237,11.8490844,0.971146,10.37777778,7.066666667,47.75,573,107.4166667,4.029847234,NA
662,24.35833333,56.00027778,75,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.105610561,14.96428571,NA,555.8616,0.9874237,11.8490844,0.971146,10.37777778,7.066666667,47.75,573,107.4166667,4.029847234,NA
662,24.35833333,56.00027778,75,Populus tremula*,deciduous,angiosperm,0.191545455,17.95,NA,555.8616,0.9874237,11.8490844,0.971146,10.37777778,7.066666667,47.75,573,107.4166667,4.029847234,NA
662,24.35833333,56.00027778,75,Salix caprea,deciduous,angiosperm,0.119142857,14.9,NA,555.8616,0.9874237,11.8490844,0.971146,10.37777778,7.066666667,47.75,573,107.4166667,4.029847234,NA
662,24.35833333,56.00027778,75,Sorbus aucuparia,deciduous,angiosperm,0.059,NA,NA,555.8616,0.9874237,11.8490844,0.971146,10.37777778,7.066666667,47.75,573,107.4166667,4.029847234,NA
663,21.22222222,56.00083333,25,Betula pendula*,deciduous,angiosperm,0.250954546,NA,7.216408219,736.496,1.004913,12.058956,0.9866469,9.38,7.525,64.58333333,775,110.3333333,5.355632223,NA
663,21.22222222,56.00083333,25,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.213507246,NA,11.93985,736.496,1.004913,12.058956,0.9866469,9.38,7.525,64.58333333,775,110.3333333,5.355632223,NA
663,21.22222222,56.00083333,25,Pinus sylvestris*,evergreen,gymnosperm,0.2862,NA,NA,736.496,1.004913,12.058956,0.9866469,9.38,7.525,64.58333333,775,110.3333333,5.355632223,NA
664,24.34166667,56.00111111,75,Betula pendula*,deciduous,angiosperm,0.32387013,31.25517241,NA,644.1063,0.988988,11.867856,0.9726779,10.36666667,7.058333333,47.91666667,575,107.6666667,4.037516689,NA
664,24.34166667,56.00111111,75,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.166054945,20.88867925,NA,644.1063,0.988988,11.867856,0.9726779,10.36666667,7.058333333,47.91666667,575,107.6666667,4.037516689,NA
664,24.34166667,56.00111111,75,Populus tremula*,deciduous,angiosperm,0.373,NA,NA,644.1063,0.988988,11.867856,0.9726779,10.36666667,7.058333333,47.91666667,575,107.6666667,4.037516689,NA
665,23.74333333,56.00138889,25,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.072885714,NA,NA,567.9865,0.9868609,11.8423308,0.9716401,10.15555556,6.908333333,47.33333333,568,108.0833333,3.996960914,NA
665,23.74333333,56.00138889,25,Pinus sylvestris*,evergreen,gymnosperm,0.214145658,24.77696629,NA,567.9865,0.9868609,11.8423308,0.9716401,10.15555556,6.908333333,47.33333333,568,108.0833333,3.996960914,NA
666,8.290555556,56.00305556,25,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.165176575,16.24954128,NA,567.9865,0.9868609,11.8423308,0.9716401,8.775,8.775,66.33333333,796,105.3333333,5.601374801,NA
667,8.293055556,56.00333333,25,Picea sitchensis*,evergreen,gymnosperm,0.196480726,NA,NA,567.9865,0.9868609,11.8423308,0.9716401,8.783333333,8.783333333,66.33333333,796,105.3333333,5.601374801,NA
668,8.293055556,56.00361111,25,Pseudotsuga menziesii*,evergreen,gymnosperm,0.206754076,NA,NA,567.9865,0.9868609,11.8423308,0.9716401,8.783333333,8.783333333,66.33333333,796,105.3333333,5.601374801,NA
669,8.293055556,56.00388889,25,Fagus sylvatica*,deciduous,angiosperm,0.088196429,NA,NA,567.9865,0.9868609,11.8423308,0.9716401,8.783333333,8.783333333,66.33333333,796,105.3333333,5.601374801,NA
670,8.293055556,56.00416667,25,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.08161847,NA,NA,567.9865,0.9868609,11.8423308,0.9716401,8.783333333,8.783333333,66.33333333,796,105.3333333,5.601374801,NA
671,9.093611111,56.01416667,75,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.225969027,17.088,NA,724.2606,0.9373886,11.2486632,0.9362742,8.233333333,8.233333333,71.83333333,862,99.91666667,6.385944006,NA
672,9.073055556,56.01694444,75,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.1847,NA,NA,755.6364,0.9371617,11.2459404,0.936048,8.233333333,8.233333333,73.33333333,880,99.91666667,6.520871597,NA
673,14.61277778,56.01916667,125,Betula pendula*,deciduous,angiosperm,0.179,NA,NA,453.9883,1.027636,12.331632,1.021311,8.790909091,8.05,50.83333333,610,110.1666667,4.122190261,NA
673,14.61277778,56.01916667,125,Fagus sylvatica*,deciduous,angiosperm,0.2065,NA,NA,453.9883,1.027636,12.331632,1.021311,8.790909091,8.05,50.83333333,610,110.1666667,4.122190261,NA
