Site,Longitude,Latitude,Elevation,species,Type,Type2,D,H,Ac,Soil,potential evotranspiration (mm d-1),potential evotranspiration (mm month-1),actual evotranspoiration(mm d-1),Gst,MT,MP,MP1,Solar,MI,R
96,26.90083333,43.00027778,25,Populus hybrides*,deciduous,angiosperm,0.28117,27.6,NA,217.3007,1.536235,18.43482,1.254694,11.74545455,10.74166667,49.08333333,589,153.9166667,2.662533908,NA
98,20.29166667,43.00055556,1725,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.372490566,23.87735849,NA,461.5045,1.508082,18.096984,1.50609,11.70833333,11.70833333,67.25,807,147,3.716088825,NA
97,27.05166667,43.00055556,175,Acer campestre*,deciduous,angiosperm,0.3135,15.5,13.23353,281.9148,1.563464,18.761568,1.521233,11.4,8.3,47.83333333,574,154,2.549538148,2.723368833
97,27.05166667,43.00055556,175,Quercus cerris*,deciduous,angiosperm,0.451897436,23.52820513,NA,281.9148,1.563464,18.761568,1.521233,11.4,8.3,47.83333333,574,154,2.549538148,NA
97,27.05166667,43.00055556,175,Quercus frainetto (Q. conferta)*,deciduous,angiosperm,0.442842105,22.65131579,NA,281.9148,1.563464,18.761568,1.521233,11.4,8.3,47.83333333,574,154,2.549538148,NA
99,-0.261388889,43.00083333,25,Alnus glutinosa*,deciduous,angiosperm,0.079,NA,16.04634578,559.2109,1.355085,16.26102,1.355085,10.91666667,10.91666667,86.75,1041,136.9166667,5.334843694,NA
99,-0.261388889,43.00083333,25,Carpinus betulus*,deciduous,angiosperm,0.065954545,NA,NA,559.2109,1.355085,16.26102,1.355085,10.91666667,10.91666667,86.75,1041,136.9166667,5.334843694,NA
99,-0.261388889,43.00083333,25,Castanea sativa (C. vesca)*,deciduous,angiosperm,0.068490196,NA,NA,559.2109,1.355085,16.26102,1.355085,10.91666667,10.91666667,86.75,1041,136.9166667,5.334843694,NA
99,-0.261388889,43.00083333,25,Corylus avellana*,deciduous,angiosperm,0.06375,NA,NA,559.2109,1.355085,16.26102,1.355085,10.91666667,10.91666667,86.75,1041,136.9166667,5.334843694,NA
99,-0.261388889,43.00083333,25,Other broadleaves,deciduous,angiosperm,0.06075,NA,20.0076875,559.2109,1.355085,16.26102,1.355085,10.91666667,10.91666667,86.75,1041,136.9166667,5.334843694,NA
99,-0.261388889,43.00083333,25,Populus hybrides*,deciduous,angiosperm,0.373,NA,12.1184375,559.2109,1.355085,16.26102,1.355085,10.91666667,10.91666667,86.75,1041,136.9166667,5.334843694,NA
99,-0.261388889,43.00083333,25,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.36417704,26.03091603,NA,559.2109,1.355085,16.26102,1.355085,10.91666667,10.91666667,86.75,1041,136.9166667,5.334843694,NA
99,-0.261388889,43.00083333,25,"Ulmus minor (U. campestris, U. carpinifolia)",deciduous,angiosperm,0.064,NA,21.83518507,559.2109,1.355085,16.26102,1.355085,10.91666667,10.91666667,86.75,1041,136.9166667,5.334843694,NA
100,19.7575,43.00138889,575,Pinus sylvestris*,evergreen,gymnosperm,0.169045455,18.56136364,NA,707.1703,1.527912,18.334944,1.516628,10.84545455,9.933333333,105.3333333,1264,152.75,5.744949825,NA
101,-0.796388889,43.00194444,375,Castanea sativa (C. vesca)*,deciduous,angiosperm,0.132016949,12.4699187,6.488188542,653.6871,1.258878,15.106536,1.258878,8.925,8.925,140,1680,129.3333333,9.267511758,3.94121519
101,-0.796388889,43.00194444,375,Corylus avellana*,deciduous,angiosperm,0.055678571,NA,6.702005172,653.6871,1.258878,15.106536,1.258878,8.925,8.925,140,1680,129.3333333,9.267511758,NA
101,-0.796388889,43.00194444,375,Other broadleaves,deciduous,angiosperm,0.066,NA,NA,653.6871,1.258878,15.106536,1.258878,8.925,8.925,140,1680,129.3333333,9.267511758,NA
101,-0.796388889,43.00194444,375,Prunus avium*,deciduous,angiosperm,0.213444444,NA,NA,653.6871,1.258878,15.106536,1.258878,8.925,8.925,140,1680,129.3333333,9.267511758,NA
101,-0.796388889,43.00194444,375,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.322424779,25.07252747,NA,653.6871,1.258878,15.106536,1.258878,8.925,8.925,140,1680,129.3333333,9.267511758,NA
101,-0.796388889,43.00194444,375,Tilia cordata,deciduous,angiosperm,0.111916667,NA,NA,653.6871,1.258878,15.106536,1.258878,8.925,8.925,140,1680,129.3333333,9.267511758,NA
102,13.29388889,43.00305556,725,Acer campestre*,deciduous,angiosperm,0.052193548,NA,NA,430.5977,1.564822,18.777864,1.564822,11.43333333,11.43333333,68.41666667,821,150.25,3.643474394,NA
102,13.29388889,43.00305556,725,Acer pseudoplatanus*,deciduous,angiosperm,0.076932143,10.41,NA,430.5977,1.564822,18.777864,1.564822,11.43333333,11.43333333,68.41666667,821,150.25,3.643474394,NA
102,13.29388889,43.00305556,725,Alnus glutinosa*,deciduous,angiosperm,NA,NA,NA,430.5977,1.564822,18.777864,1.564822,11.43333333,11.43333333,68.41666667,821,150.25,3.643474394,NA
102,13.29388889,43.00305556,725,Carpinus betulus*,deciduous,angiosperm,0.047300971,NA,NA,430.5977,1.564822,18.777864,1.564822,11.43333333,11.43333333,68.41666667,821,150.25,3.643474394,NA
102,13.29388889,43.00305556,725,Corylus avellana*,deciduous,angiosperm,0.037060976,NA,NA,430.5977,1.564822,18.777864,1.564822,11.43333333,11.43333333,68.41666667,821,150.25,3.643474394,NA
102,13.29388889,43.00305556,725,Fraxinus ornus*,deciduous,angiosperm,0.046913588,10.16428571,14.37719952,430.5977,1.564822,18.777864,1.564822,11.43333333,11.43333333,68.41666667,821,150.25,3.643474394,30.15079626
102,13.29388889,43.00305556,725,Malus domestica,deciduous,angiosperm,0.0382,NA,NA,430.5977,1.564822,18.777864,1.564822,11.43333333,11.43333333,68.41666667,821,150.25,3.643474394,NA
102,13.29388889,43.00305556,725,Other broadleaves,deciduous,angiosperm,0.03995,NA,NA,430.5977,1.564822,18.777864,1.564822,11.43333333,11.43333333,68.41666667,821,150.25,3.643474394,NA
102,13.29388889,43.00305556,725,Quercus cerris*,deciduous,angiosperm,0.156947779,19.29259259,NA,430.5977,1.564822,18.777864,1.564822,11.43333333,11.43333333,68.41666667,821,150.25,3.643474394,NA
102,13.29388889,43.00305556,725,Quercus pubescens*,deciduous,angiosperm,0.108253394,12.4,NA,430.5977,1.564822,18.777864,1.564822,11.43333333,11.43333333,68.41666667,821,150.25,3.643474394,NA
102,13.29388889,43.00305556,725,Sorbus aucuparia,deciduous,angiosperm,0.063,NA,NA,430.5977,1.564822,18.777864,1.564822,11.43333333,11.43333333,68.41666667,821,150.25,3.643474394,NA
102,13.29388889,43.00305556,725,Sorbus domestica,deciduous,angiosperm,0.0515,NA,NA,430.5977,1.564822,18.777864,1.564822,11.43333333,11.43333333,68.41666667,821,150.25,3.643474394,NA
102,13.29388889,43.00305556,725,Sorbus torminalis,deciduous,angiosperm,0.045143396,6.9,NA,430.5977,1.564822,18.777864,1.564822,11.43333333,11.43333333,68.41666667,821,150.25,3.643474394,NA
103,-5.836111111,43.00361111,775,Fagus sylvatica*,deciduous,angiosperm,0.393333333,20.38,NA,624.9734,1.473991,17.687892,1.473991,9.95,9.95,71.58333333,859,147.0833333,4.04702456,NA
103,-5.836111111,43.00361111,775,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.272258852,19.57824176,NA,624.9734,1.473991,17.687892,1.473991,9.95,9.95,71.58333333,859,147.0833333,4.04702456,NA
104,10.50944444,43.00444444,125,Arbutus unedo,evergreen,angiosperm,0.128746939,12.84333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.5833333,NA,NA
104,10.50944444,43.00444444,125,Fraxinus ornus*,deciduous,angiosperm,0.068077994,12.68723404,17.52852163,NA,NA,NA,NA,NA,NA,NA,NA,173.5833333,NA,20.2941837
104,10.50944444,43.00444444,125,Malus domestica,deciduous,angiosperm,0.15925,12.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.5833333,NA,NA
104,10.50944444,43.00444444,125,Ostrya carpinifolia*,deciduous,angiosperm,0.1908,16.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.5833333,NA,NA
104,10.50944444,43.00444444,125,Other broadleaves,deciduous,angiosperm,0.284551724,28.57333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.5833333,NA,NA
104,10.50944444,43.00444444,125,Pinus pinaster*,evergreen,gymnosperm,0.2738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.5833333,NA,NA
104,10.50944444,43.00444444,125,Prunus avium*,deciduous,angiosperm,0.110428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.5833333,NA,NA
104,10.50944444,43.00444444,125,Pyrus communis,deciduous,angiosperm,0.091974359,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.5833333,NA,NA
104,10.50944444,43.00444444,125,Quercus cerris*,deciduous,angiosperm,0.199222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.5833333,NA,NA
104,10.50944444,43.00444444,125,Quercus ilex*,evergreen,angiosperm,0.149884768,15.31545455,22.81783654,NA,NA,NA,NA,NA,NA,NA,NA,181.5833333,NA,9.940015779
104,10.50944444,43.00444444,125,Quercus petraea_or_robur,deciduous,angiosperm,0.506727273,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.5833333,NA,NA
104,10.50944444,43.00444444,125,Quercus pubescens*,deciduous,angiosperm,0.225877551,15.26818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.5833333,NA,NA
104,10.50944444,43.00444444,125,Sorbus torminalis,deciduous,angiosperm,0.084901235,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.5833333,NA,NA
104,10.50944444,43.00444444,125,"Ulmus minor (U. campestris, U. carpinifolia)",deciduous,angiosperm,0.130666667,11.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.5833333,NA,NA
105,12.46583333,43.005,725,Acer opalus,deciduous,angiosperm,0.0496,NA,18.36447115,352.2752,1.773537,21.282444,1.719768,13.4,13.4,71.66666667,860,166.8333333,3.367407741,NA
105,12.46583333,43.005,725,Fraxinus ornus*,deciduous,angiosperm,0.0415,5.25,NA,352.2752,1.773537,21.282444,1.719768,13.4,13.4,71.66666667,860,166.8333333,3.367407741,NA
105,12.46583333,43.005,725,Ostrya carpinifolia*,deciduous,angiosperm,0.104097561,11.29411765,NA,352.2752,1.773537,21.282444,1.719768,13.4,13.4,71.66666667,860,166.8333333,3.367407741,NA
105,12.46583333,43.005,725,Other broadleaves,deciduous,angiosperm,0.052916667,NA,NA,352.2752,1.773537,21.282444,1.719768,13.4,13.4,71.66666667,860,166.8333333,3.367407741,NA
105,12.46583333,43.005,725,Prunus avium*,deciduous,angiosperm,0.0594,NA,NA,352.2752,1.773537,21.282444,1.719768,13.4,13.4,71.66666667,860,166.8333333,3.367407741,NA
105,12.46583333,43.005,725,Quercus cerris*,deciduous,angiosperm,0.259631347,27.09661017,NA,352.2752,1.773537,21.282444,1.719768,13.4,13.4,71.66666667,860,166.8333333,3.367407741,NA
105,12.46583333,43.005,725,Quercus pubescens*,deciduous,angiosperm,0.162,NA,NA,352.2752,1.773537,21.282444,1.719768,13.4,13.4,71.66666667,860,166.8333333,3.367407741,NA
105,12.46583333,43.005,725,Sorbus domestica,deciduous,angiosperm,0.048333333,5.65,NA,352.2752,1.773537,21.282444,1.719768,13.4,13.4,71.66666667,860,166.8333333,3.367407741,NA
105,12.46583333,43.005,725,Sorbus torminalis,deciduous,angiosperm,0.0355,NA,29.41862981,352.2752,1.773537,21.282444,1.719768,13.4,13.4,71.66666667,860,166.8333333,3.367407741,NA
106,-8.971111111,43.00555556,275,Eucalyptus sp.*,evergreen,angiosperm,0.1158,13.5,NA,765.8211,1.494981,17.939772,1.494981,13.38333333,13.38333333,127.5,1530,146.3333333,7.107113736,NA
107,11.73833333,43.00722222,1175,Abies alba*,evergreen,gymnosperm,0.041285714,3.2,NA,232.9561,1.821599,21.859188,1.196481,14.025,14.025,45.5,546,166.4166667,2.081504583,NA
107,11.73833333,43.00722222,1175,Fagus sylvatica*,deciduous,angiosperm,0.412093023,31.06549708,NA,232.9561,1.821599,21.859188,1.196481,14.025,14.025,45.5,546,166.4166667,2.081504583,NA
109,-3.998333333,43.00888889,875,Quercus faginea*,deciduous,angiosperm,0.429090909,5.15,NA,578.3118,1.531364,18.376368,1.531364,11.15,11.15,74.91666667,899,149,4.076793993,NA
109,-3.998333333,43.00888889,875,Quercus ilex*,evergreen,angiosperm,0.178415418,5.473972603,NA,578.3118,1.531364,18.376368,1.531364,11.15,11.15,74.91666667,899,149,4.076793993,NA
108,2.448333333,43.00888889,675,Abies alba*,evergreen,gymnosperm,0.065666667,NA,NA,232.9561,1.821599,21.859188,1.196481,10.44166667,10.44166667,80.75,969,154.4166667,3.694098793,NA
