Site,lon,lat,species,Type,Type2,PFTs,D,H,Ac,R,Gst,MI,ppfd,Database
37000,-61.72,-16.12,Aspidosperma cylindrocarpon,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Cariniana ianeirensis,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Casearia gossypiosperma,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Cavanillesia hylogeiton,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Cedrela fissilis,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Ceiba samaura,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Ceiba samaura,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Hura crepitans,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Jacaratia sp.,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Jacaratia spinosa,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Phyllostylon rhamnoides,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Pogonopus tubulosus,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Schizolobium parahyba,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Simira rubescens,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Spondias mombin,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Urera baccifera,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Urera caracassana,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Acosmium cardenasii,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Alibertia verrucosa,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Ampelocera ruizii,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Anadenanthera colubrina,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Aspidosperma tomentosum,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Batocarpus amazonicus,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Bougainvillea modesta,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Caesalpinia pluviosa,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Capparis prisca,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Cariniana estrellensis,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Cecropia concolor,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Centrolobium microchaete,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Combretum leprosum,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Copaifera chodatiana,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Erythroxylum daphnites,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Ficus boliviana,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Gallesia integrifolia,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Heliocarpus americanus,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Hirtella triandra,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Hymenaea courbaril,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Licaria triandra,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Machaerium acutifolium,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Myrciaria cauliflora,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Neea cf. steinbachii,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Ocotea sp.,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Ocotea sp. 2,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Pourouma cecropiifolia,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Pouteria macrohylla,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Pouteria nemorosa,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Pseudolmedia laevis,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Psidium sartorianum,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Pterogyne nitens,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Rollinia herzogii,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Sapindus saponaria,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Sapium glandulosum,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Solanum riparium,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Stylogyne ambigua,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Sweetia fruticosa,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Swietenia macrophylla,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Tabebuia impetiginosa,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Terminalia oblonga,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Trema micrantha,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Trichilia elegans,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
37000,-61.72,-16.12,Zanthoxylum monogynum,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,23.5,1.355342042,35.71813152,BAAD
38000,131.9,-16.1,Eucalyptus pruinosa,evergreen,angiosperm,Evergreen angiosperm,0.1435,6.9,NA,NA,26.73333333,0.681835056,44.90767872,BAAD
38000,131.9,-16.1,Eucalyptus terminalis,evergreen,angiosperm,Evergreen angiosperm,0.1878,7.559,NA,NA,26.73333333,0.681835056,44.90767872,BAAD
39000,132.7,-14.7,Eucalyptus foelscheana,evergreen,angiosperm,Evergreen angiosperm,0.162461983,9.0935,NA,NA,26.825,0.813462572,43.8818688,BAAD
39000,132.7,-14.7,Eucalyptus miniata,evergreen,angiosperm,Evergreen angiosperm,0.157166667,9.366666667,NA,NA,26.825,0.813462572,43.8818688,BAAD
39000,132.7,-14.7,Eucalyptus tetrodonta,evergreen,angiosperm,Evergreen angiosperm,0.126625,10.325,NA,NA,26.825,0.813462572,43.8818688,BAAD
40000,132.2,-14.6,Eucalyptus tectifica,evergreen,angiosperm,Evergreen angiosperm,0.196090909,9.745454545,NA,NA,27.28333333,0.879112385,43.83912672,BAAD
41000,132.4,-14.5,Eucalyptus patellaris,evergreen,angiosperm,Evergreen angiosperm,0.138222222,8.735555556,NA,NA,27.14166667,0.875019066,43.98160032,BAAD
42000,131.3,-12.5,Erythrophleum chlorostachys,evergreen,angiosperm,Evergreen angiosperm,0.083538462,5.907692308,NA,NA,27.86666667,1.467467461,40.63347072,BAAD
42000,131.3,-12.5,Eucalyptus bleeseri,evergreen,angiosperm,Evergreen angiosperm,0.11075,11.275,NA,NA,27.86666667,1.467467461,40.63347072,BAAD
42000,131.3,-12.5,Eucalyptus miniata,evergreen,angiosperm,Evergreen angiosperm,0.136625,11.8125,NA,NA,27.86666667,1.467467461,40.63347072,BAAD
42000,131.3,-12.5,Eucalyptus porrecta,evergreen,angiosperm,Evergreen angiosperm,0.141125,9.3125,NA,NA,27.86666667,1.467467461,40.63347072,BAAD
42000,131.3,-12.5,Eucalyptus tetrodonta,evergreen,angiosperm,Evergreen angiosperm,0.101,10.60769231,NA,NA,27.86666667,1.467467461,40.63347072,BAAD
42000,131.3,-12.5,Terminalia ferdinandiana,evergreen,angiosperm,Evergreen angiosperm,0.093375,6.7875,NA,NA,27.86666667,1.467467461,40.63347072,BAAD
43000,131.12,-12.44,Erythrophleum chlorostachys,evergreen,angiosperm,Evergreen angiosperm,0.092,NA,NA,NA,27.775,1.573337219,40.36277088,BAAD
43000,131.12,-12.44,Eucalyptus clavigera,evergreen,angiosperm,Evergreen angiosperm,0.063,NA,NA,NA,27.775,1.573337219,40.36277088,BAAD
43000,131.12,-12.44,Eucalyptus miniata,evergreen,angiosperm,Evergreen angiosperm,0.089904762,NA,NA,NA,27.775,1.573337219,40.36277088,BAAD
43000,131.12,-12.44,Eucalyptus tetrodonta,evergreen,angiosperm,Evergreen angiosperm,0.0649,NA,NA,NA,27.775,1.573337219,40.36277088,BAAD
43000,131.12,-12.44,Terminalia ferdinandiana,evergreen,angiosperm,Evergreen angiosperm,0.0478,NA,NA,NA,27.775,1.573337219,40.36277088,BAAD
44000,-66,-11,Amburana cearensis,deciduous,angiosperm,Deciduous angiosperm,NA,0.401981132,NA,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Cariniana micrantha,deciduous,angiosperm,Deciduous angiosperm,NA,0.309504274,NA,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Cedrela odorata,deciduous,angiosperm,Deciduous angiosperm,NA,0.249090909,NA,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Schizolobium amazonicum,deciduous,angiosperm,Deciduous angiosperm,NA,0.428584906,NA,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Adenocalymma impressum,evergreen,angiosperm,Evergreen angiosperm,0.007537499,1.586891892,NA,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Aspidosperma ramiflorum,evergreen,angiosperm,Evergreen angiosperm,NA,0.183072464,0.033397222,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Aspidosperma ramiflorum,evergreen,angiosperm,Evergreen angiosperm,NA,0.184576271,0.035104478,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Bellucia pentamera,evergreen,angiosperm,Evergreen angiosperm,NA,0.148722222,0.057969584,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Berholletia excelsa,evergreen,angiosperm,Evergreen angiosperm,NA,0.5603,0.124135036,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Brosimum lactescens,evergreen,angiosperm,Evergreen angiosperm,0.006880646,1.023064516,NA,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Cecropia ficifolia,evergreen,angiosperm,Evergreen angiosperm,0.019214517,0.950473373,0.086429508,4.7325217,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Cedrelinga catanaeformis,evergreen,angiosperm,Evergreen angiosperm,NA,0.240173077,0.140501887,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Combretum gracilis,evergreen,angiosperm,Evergreen angiosperm,0.008657144,2.250952381,NA,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Couratari guianensis,evergreen,angiosperm,Evergreen angiosperm,0.0147,1.801267606,NA,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Euterpe precatoria,evergreen,angiosperm,Evergreen angiosperm,NA,0.141761062,0.089055738,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Ochroma pyramidale,evergreen,angiosperm,Evergreen angiosperm,0.032117308,3.168403846,NA,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Pouteria sp.,evergreen,angiosperm,Evergreen angiosperm,NA,0.294482456,0.046154688,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Pseudolmedia laevis,evergreen,angiosperm,Evergreen angiosperm,0.005630384,0.673396226,NA,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Rinereocarpus uleii,evergreen,angiosperm,Evergreen angiosperm,0.0097,1.29765625,NA,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Swietenia macrophylla,evergreen,angiosperm,Evergreen angiosperm,NA,0.303398058,NA,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Tachigali vasquezii,evergreen,angiosperm,Evergreen angiosperm,NA,0.219444444,0.148376812,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Theobroma speciosum,evergreen,angiosperm,Evergreen angiosperm,NA,0.149613445,NA,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Trema micrantha,evergreen,angiosperm,Evergreen angiosperm,0.021103921,3.253137255,NA,NA,25.43333333,1.843070557,34.70656896,BAAD
44000,-66,-11,Uncaria guianensis,evergreen,angiosperm,Evergreen angiosperm,0.010502382,1.801428571,NA,NA,25.43333333,1.843070557,34.70656896,BAAD
45000,106.631836,-6.563922,Acacia mangium,evergreen,angiosperm,Evergreen angiosperm,0.183630931,10.21111111,31.71961382,16.91644314,26.05,3.776086547,33.1963488,BAAD
46000,11.9822,-4.7914,Eucalyptus urophylla * Eucalyptus grandis (clone),evergreen,angiosperm,Evergreen angiosperm,0.117615411,16.84710526,NA,NA,24.48333333,2.00979536,26.51433696,BAAD
47000,104.542208,-2.923754,Fagraea fragrans,evergreen,angiosperm,Evergreen angiosperm,0.226347802,13.10092593,22.74258554,7.66940309,26.30833333,3.012579323,33.6950064,BAAD
47000,104.542208,-2.923754,Schima wallichii,evergreen,angiosperm,Evergreen angiosperm,0.174752128,12.16046512,17.66999747,8.315030144,26.30833333,3.012579323,33.6950064,BAAD
48000,102.24864,-1.590796,Albizia falcata,evergreen,angiosperm,Evergreen angiosperm,0.356374443,22.24444444,116.1185005,14.64783043,26.025,2.983351028,34.27914816,BAAD
48000,102.24864,-1.590796,Alstonia scholaris,evergreen,angiosperm,Evergreen angiosperm,0.256036017,11.38913043,27.73492755,9.511202028,26.025,2.983351028,34.27914816,BAAD
48000,102.24864,-1.590796,Archidendron jiringa,evergreen,angiosperm,Evergreen angiosperm,0.212280863,9.96,36.91626623,17.46013456,26.025,2.983351028,34.27914816,BAAD
48000,102.24864,-1.590796,Durio zibethinus,evergreen,angiosperm,Evergreen angiosperm,0.241403637,12.9027027,55.86155051,17.93446751,26.025,2.983351028,34.27914816,BAAD
48000,102.24864,-1.590796,Hevea brasiliensis,evergreen,angiosperm,Evergreen angiosperm,0.215334263,13.27462687,45.60020565,15.95259503,26.025,2.983351028,34.27914816,BAAD
48000,102.24864,-1.590796,Lansium domesticum,evergreen,angiosperm,Evergreen angiosperm,0.297777153,13.6,42.53483742,10.50302733,26.025,2.983351028,34.27914816,BAAD
49000,100.5,-0.9166667,Cleistanthus glandulosus,evergreen,angiosperm,Evergreen angiosperm,0.01032,1.692,0.60624,34.71878608,21.95,6.102185105,29.919456,BAAD
49000,100.5,-0.9166667,Diospyrus sumatrana,evergreen,angiosperm,Evergreen angiosperm,0.009333333,1.506666667,0.5322,37.84608225,21.95,6.102185105,29.919456,BAAD
49000,100.5,-0.9166667,Gonystylus forbesii,evergreen,angiosperm,Evergreen angiosperm,0.009766667,1.386666667,0.421877778,31.15072748,21.95,6.102185105,29.919456,BAAD
49000,100.5,-0.9166667,Grewia florida,evergreen,angiosperm,Evergreen angiosperm,0.010481818,1.358181818,0.539872727,37.92249142,21.95,6.102185105,29.919456,BAAD
49000,100.5,-0.9166667,Hopea dryobalanoides,evergreen,angiosperm,Evergreen angiosperm,0.00822,1.601,0.74877,56.89646526,21.95,6.102185105,29.919456,BAAD
49000,100.5,-0.9166667,Mastixia trichotoma,evergreen,angiosperm,Evergreen angiosperm,0.008871429,1.22,0.489957143,45.26939409,21.95,6.102185105,29.919456,BAAD
49000,100.5,-0.9166667,Nephelium juglandifolium,evergreen,angiosperm,Evergreen angiosperm,0.0088,1.451,0.53203,41.66640561,21.95,6.102185105,29.919456,BAAD
49000,100.5,-0.9166667,Shorea sumatrana,evergreen,angiosperm,Evergreen angiosperm,0.013857143,2.108571429,0.860142857,29.43801829,21.95,6.102185105,29.919456,BAAD
49000,100.5,-0.9166667,Swintonia schwenkii,evergreen,angiosperm,Evergreen angiosperm,0.011018182,1.601818182,0.332245455,18.82503914,21.95,6.102185105,29.919456,BAAD
50000,110.603743,0.133724,Acacia mangium,evergreen,angiosperm,Evergreen angiosperm,0.236424668,9.325,41.03312703,18.61199754,26.26666667,3.37836715,35.31920544,BAAD
50000,110.603743,0.133724,Archidendron jiringa,evergreen,angiosperm,Evergreen angiosperm,0.261332417,17,35.58900878,8.010759357,26.26666667,3.37836715,35.31920544,BAAD
50000,110.603743,0.133724,Durio zibethinus,evergreen,angiosperm,Evergreen angiosperm,0.445633841,26.88,125.1029318,10.44383639,26.26666667,3.37836715,35.31920544,BAAD
50000,110.603743,0.133724,Lansium domesticum,evergreen,angiosperm,Evergreen angiosperm,0.213267624,15.4,37.84048352,11.5215531,26.26666667,3.37836715,35.31920544,BAAD
50000,110.603743,0.133724,Shorea stenoptera,evergreen,angiosperm,Evergreen angiosperm,0.321534057,16.41075269,72.23543372,13.68972751,26.26666667,3.37836715,35.31920544,BAAD
51000,110.1,0.75,Scaphium macropodum,deciduous,angiosperm,Deciduous angiosperm,0.030727273,3.66809434,3.670041667,32.56165565,26.06666667,3.180105959,34.549848,BAAD
52000,110.7166667,0.916666667,Alphonsea johorensis,evergreen,angiosperm,Evergreen angiosperm,0.21,25,NA,NA,26.225,4.042670897,35.1909792,BAAD
52000,110.7166667,0.916666667,Dryobalanops beccarii,evergreen,angiosperm,Evergreen angiosperm,0.012,1.8,NA,NA,26.225,4.042670897,35.1909792,BAAD
52000,110.7166667,0.916666667,Endospermum diadenum,evergreen,angiosperm,Evergreen angiosperm,0.293,35,NA,NA,26.225,4.042670897,35.1909792,BAAD
52000,110.7166667,0.916666667,Ficus sp.,evergreen,angiosperm,Evergreen angiosperm,0.022,4.1,NA,NA,26.225,4.042670897,35.1909792,BAAD
52000,110.7166667,0.916666667,Litsea cauliflora,evergreen,angiosperm,Evergreen angiosperm,0.273,30,NA,NA,26.225,4.042670897,35.1909792,BAAD
52000,110.7166667,0.916666667,Shorea andulensis,evergreen,angiosperm,Evergreen angiosperm,0.183,25,NA,NA,26.225,4.042670897,35.1909792,BAAD
52000,110.7166667,0.916666667,Shorea cf. stenoptera,evergreen,angiosperm,Evergreen angiosperm,0.023,2.8,NA,NA,26.225,4.042670897,35.1909792,BAAD
52000,110.7166667,0.916666667,Shorea parvifolia,evergreen,angiosperm,Evergreen angiosperm,0.146,5.612285714,NA,NA,26.225,4.042670897,35.1909792,BAAD
52000,110.7166667,0.916666667,Trema sp.,evergreen,angiosperm,Evergreen angiosperm,0.0665,9.15,NA,NA,26.225,4.042670897,35.1909792,BAAD
52000,110.7166667,0.916666667,Xanthophyllum stipitatum,evergreen,angiosperm,Evergreen angiosperm,0.309,35,NA,NA,26.225,4.042670897,35.1909792,BAAD
53000,110.9166667,1.05,Adina sp.,evergreen,angiosperm,Evergreen angiosperm,0.163,20,NA,NA,25.475,4.33331327,32.54097024,BAAD
53000,110.9166667,1.05,Adinandra dumosa,evergreen,angiosperm,Evergreen angiosperm,0.1315,15.5,NA,NA,25.475,4.33331327,32.54097024,BAAD
53000,110.9166667,1.05,Aglaia affinis,evergreen,angiosperm,Evergreen angiosperm,0.052,6,NA,NA,25.475,4.33331327,32.54097024,BAAD
53000,110.9166667,1.05,Aglaia bernardoi,evergreen,angiosperm,Evergreen angiosperm,0.064,9,NA,NA,25.475,4.33331327,32.54097024,BAAD
53000,110.9166667,1.05,Arytera littoralis,evergreen,angiosperm,Evergreen angiosperm,0.031,3.5,NA,NA,25.475,4.33331327,32.54097024,BAAD
53000,110.9166667,1.05,Endocomia rufirachis,evergreen,angiosperm,Evergreen angiosperm,0.035,3.5,NA,NA,25.475,4.33331327,32.54097024,BAAD
53000,110.9166667,1.05,Garcinia penangiana,evergreen,angiosperm,Evergreen angiosperm,0.01,1.5,NA,NA,25.475,4.33331327,32.54097024,BAAD
53000,110.9166667,1.05,Kokoona ovatolanceolata,evergreen,angiosperm,Evergreen angiosperm,0.013,1.8,NA,NA,25.475,4.33331327,32.54097024,BAAD
