Site,lon,lat,species,Type,Type2,PFTs,D,H,Ac,R,Gst,MI,ppfd,Database
839,29.31666667,66.00222222,Betula pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.1515,14,NA,NA,8.566666667,6.764016025,14.44682304,ICP
839,29.31666667,66.00222222,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.132722222,10.75,NA,NA,8.566666667,6.764016025,14.44682304,ICP
839,29.31666667,66.00222222,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.181169697,14.59813665,NA,NA,8.566666667,6.764016025,14.44682304,ICP
840,29.3025,66.00583333,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.190209302,14.14234234,NA,NA,8.6,6.511214971,14.44682304,ICP
840,29.3025,66.00583333,Betula pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.165777778,4.8,NA,NA,8.6,6.511214971,14.44682304,ICP
840,29.3025,66.00583333,Populus tremula*,deciduous,angiosperm,Deciduous angiosperm,0.195416667,14.51904762,NA,NA,8.6,6.511214971,14.44682304,ICP
840,29.3025,66.00583333,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.112235112,9.139754816,NA,NA,8.6,6.511214971,14.44682304,ICP
840,29.3025,66.00583333,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.320788136,17.4040404,NA,NA,8.6,6.511214971,14.44682304,ICP
841,26.33527778,66.00861111,Betula pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.08725,9.2,NA,NA,8.157142857,6.367007895,14.63203872,ICP
841,26.33527778,66.00861111,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.139434916,10.52361963,NA,NA,8.157142857,6.367007895,14.63203872,ICP
842,26.43333333,66.00888889,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.179112676,16.13802817,NA,NA,9.433333333,6.399495363,14.77451232,ICP
842,26.43333333,66.00888889,Betula pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.124130952,11.55060241,NA,NA,9.433333333,6.399495363,14.77451232,ICP
842,26.43333333,66.00888889,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.232,17.4,NA,NA,9.433333333,6.399495363,14.77451232,ICP
842,26.43333333,66.00888889,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.154571429,12.25714286,NA,NA,9.433333333,6.399495363,14.77451232,ICP
843,18.40638889,66.23444444,Betula pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.1095,13.5,NA,NA,8.116666667,5.365113788,14.77451232,ICP
843,18.40638889,66.23444444,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.148545455,10.45,NA,NA,8.116666667,5.365113788,14.77451232,ICP
843,18.40638889,66.23444444,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.1917,14.75,NA,NA,8.116666667,5.365113788,14.77451232,ICP
844,23.95222222,66.25027778,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.1900625,15.625,NA,NA,8.357142857,6.225498157,15.08795424,ICP
845,19.46583333,66.25111111,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.1915,15.5,NA,NA,8.84,7.475626189,14.73177024,ICP
845,19.46583333,66.25111111,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.215635135,14.88235294,NA,NA,8.84,7.475626189,14.73177024,ICP
846,24.95027778,67.00055556,Betula pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.120125,8.2,86.54625,87.8619832,9.266666667,5.665621177,14.19037056,ICP
846,24.95027778,67.00055556,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.15575,10.325,77.68548872,48.30830355,9.266666667,5.665621177,14.19037056,ICP
846,24.95027778,67.00055556,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.140073239,8.307344633,116.4155,100.044544,9.266666667,5.665621177,14.19037056,ICP
847,24.99944444,67.00083333,Juniperus communis,evergreen,gymnosperm,Evergreen gymnosperm,0.062,7.1,NA,NA,9.283333333,5.838504971,14.19037056,ICP
847,24.99944444,67.00083333,Other conifers,evergreen,gymnosperm,Evergreen gymnosperm,0.058,7.1,NA,NA,9.283333333,5.838504971,14.19037056,ICP
847,24.99944444,67.00083333,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.121886865,8.493480345,NA,NA,9.283333333,5.838504971,14.19037056,ICP
848,26.33555556,67.00111111,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.136446309,11.74060403,NA,NA,8.783333333,5.569602437,14.06214432,ICP
849,20.06694444,67.25055556,Betula pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.1188,NA,NA,NA,9.3,6.038445547,14.57504928,ICP
849,20.06694444,67.25055556,Populus tremula*,deciduous,angiosperm,Deciduous angiosperm,0.1885,NA,NA,NA,9.3,6.038445547,14.57504928,ICP
849,20.06694444,67.25055556,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.132099567,14.75,NA,NA,9.3,6.038445547,14.57504928,ICP
849,20.06694444,67.25055556,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.151482759,NA,NA,NA,9.3,6.038445547,14.57504928,ICP
850,19.99527778,68.00472222,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.150923954,14.10508475,NA,NA,8.78,6.628955451,14.30434944,ICP
851,28.58305556,69.00027778,Betula pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.0524,5.4375,NA,NA,8.316666667,5.446093512,13.15031328,ICP
851,28.58305556,69.00027778,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.199679641,10.03141994,NA,NA,8.316666667,5.446093512,13.15031328,ICP
852,30.45416667,69.00138889,Betula pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.086114286,8.335294118,NA,NA,7.75,6.850865147,12.70864512,ICP
852,30.45416667,69.00138889,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.149059603,9.835211268,NA,NA,7.75,6.850865147,12.70864512,ICP
853,26.73888889,69.00611111,Betula pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.069336032,5.006521739,NA,NA,8.116666667,5.110247552,12.95085024,ICP
853,26.73888889,69.00611111,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.230932,10.17670683,NA,NA,8.116666667,5.110247552,12.95085024,ICP
1000,-69.61444444,-51.59388889,Nassauvia ulicina,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,7.283333333,0.582724864,23.18045472,BAAD
2000,-72.23,-51.56,Nothofagus antarctica,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,5.383333333,0.985791947,21.84120288,BAAD
3000,-69.52611111,-51.51222222,Nardophyllum bryoides,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,7.25,0.574662878,23.32292832,BAAD
4000,-71.64166667,-50.34138889,Juniella tridens,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,6.691666667,0.25582905,26.2151424,BAAD
5000,-72.37722222,-50.32944444,Senecio filaginoides,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,6.683333333,0.367343394,26.01567936,BAAD
6000,146.9,-43.35,Eucalyptus nitens,evergreen,angiosperm,Evergreen angiosperm,0.1235,12.39555556,NA,NA,11.11666667,1.6307916,24.27750144,BAAD
7000,171.35,-43.15,Nothofagus solandri ,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,8.8,2.990681473,27.18396288,BAAD
8000,147.51,-42.82,Eucalyptus globulus,evergreen,angiosperm,Evergreen angiosperm,0.162222222,0.345176471,NA,NA,12.91666667,0.889886019,26.9275104,BAAD
9000,147.2833333,-41.16666667,Eucalyptus nitens,evergreen,angiosperm,Evergreen angiosperm,0.070166667,5.95,NA,NA,13.025,1.331413029,28.25251488,BAAD
10000,-72.18,-40.65,Aextoxicon punctatum,evergreen,angiosperm,Evergreen angiosperm,NA,0.275868852,0.016041404,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Amomyrtus luma,evergreen,angiosperm,Evergreen angiosperm,NA,0.184083333,0.013595973,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Aristotelia chilensis,evergreen,angiosperm,Evergreen angiosperm,NA,0.395733333,0.012580097,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Drimys winteri,evergreen,angiosperm,Evergreen angiosperm,NA,0.1731875,0.025624423,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Embothrium coccineum,evergreen,angiosperm,Evergreen angiosperm,NA,0.5655,NA,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Eucryphia cordifolia,evergreen,angiosperm,Evergreen angiosperm,NA,0.348403846,0.010018708,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Gevuina avellana,evergreen,angiosperm,Evergreen angiosperm,NA,0.414210526,NA,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Laureliopsis philippiana,evergreen,angiosperm,Evergreen angiosperm,NA,0.275217391,0.0187241,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Lomatia hirsuta,evergreen,angiosperm,Evergreen angiosperm,NA,0.141944444,0.01916349,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Luma apiculata,evergreen,angiosperm,Evergreen angiosperm,NA,0.482058824,NA,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Myrceugenia planipes,evergreen,angiosperm,Evergreen angiosperm,NA,0.251381429,0.010759255,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Nothofagus dombeyi,evergreen,angiosperm,Evergreen angiosperm,NA,0.186567568,0.008923129,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Nothofagus nitida,evergreen,angiosperm,Evergreen angiosperm,NA,0.1631875,0.00645185,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Persea lingue,evergreen,angiosperm,Evergreen angiosperm,NA,0.1696,0.007601093,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Araucaria araucana,evergreen,gymnosperm,Evergreen gymnosperm,NA,0.1781,0.003241641,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Podocarpus nubigena,evergreen,gymnosperm,Evergreen gymnosperm,NA,0.167214286,0.003831535,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Podocarpus salignus,evergreen,gymnosperm,Evergreen gymnosperm,NA,0.1204375,0.013068613,NA,10.14166667,2.674508874,25.37454816,BAAD
10000,-72.18,-40.65,Saxegothaea conspicua,evergreen,gymnosperm,Evergreen gymnosperm,NA,0.1513125,0.006611773,NA,10.14166667,2.674508874,25.37454816,BAAD
11000,175.3139,-37.7869,Beilschmiedia tarairi,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Beilschmiedia tawa,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Dysoxylum spectabile,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Elaeocarpus dentatus,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Griselinia littoralis,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Knightia excelsa,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Laurelia novaezelandiae,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Litsea calicaris,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Melicytus ramiflorus,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Metrosideros umbellata,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Nestegis cunninghamii,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Nothofagus menziesii,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Nothofagus solandri ,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Nothofagus truncata,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Pseudopanax arboreus,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Pseudopanax crassifolius,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Schefflera digitata,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Vitex lucens,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Weinmannia racemosa,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
11000,175.3139,-37.7869,Weinmannia silvicola,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.61666667,2.077940034,28.87939872,BAAD
12000,175.3,-37.25,Knightia excelsa,evergreen,angiosperm,Evergreen angiosperm,NA,0.226818676,0.042564117,NA,14.06666667,2.382443561,28.29525696,BAAD
12000,175.3,-37.25,Kunzea ericoides,evergreen,angiosperm,Evergreen angiosperm,NA,0.143565217,0.003909742,NA,14.06666667,2.382443561,28.29525696,BAAD
12000,175.3,-37.25,Nothofagus truncata,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,14.06666667,2.382443561,28.29525696,BAAD
12000,175.3,-37.25,Agathis australis,evergreen,gymnosperm,Evergreen gymnosperm,NA,0.172347826,0.012477014,NA,14.06666667,2.382443561,28.29525696,BAAD
12000,175.3,-37.25,Phyllocladus trichomanoides,evergreen,gymnosperm,Evergreen gymnosperm,NA,0.143277778,0.01536743,NA,14.06666667,2.382443561,28.29525696,BAAD
13000,145,-37,Eucalyptus regnans,evergreen,angiosperm,Evergreen angiosperm,1.930454545,76.62727273,NA,NA,14.41666667,0.874642884,33.13935936,BAAD
14000,147.27787,-36.90574,Asterolasia trymalioides,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,6.7,2.616198454,30.71730816,BAAD
14000,147.27787,-36.90574,Grevillea australis,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,6.7,2.616198454,30.71730816,BAAD
14000,147.27787,-36.90574,Phebalium squamulosum,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,6.7,2.616198454,30.71730816,BAAD
14000,147.27787,-36.90574,Prostanthera cuneata,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,6.7,2.616198454,30.71730816,BAAD
15000,145.683,-36.4,Eucalyptus microcarpa,evergreen,angiosperm,Evergreen angiosperm,0.385833333,13.67777778,81.76998445,15.49453784,15.33333333,0.765529322,34.59259008,BAAD
16000,150.0667,-35.73333,Corymbia maculata,evergreen,angiosperm,Evergreen angiosperm,0.270596386,15.87515625,NA,NA,16.75833333,1.18867351,30.7030608,BAAD
16000,150.0667,-35.73333,Eucalyptus eugenioides,evergreen,angiosperm,Evergreen angiosperm,0.24475,13.50857143,NA,NA,16.75833333,1.18867351,30.7030608,BAAD
16000,150.0667,-35.73333,Eucalyptus paniculata,evergreen,angiosperm,Evergreen angiosperm,0.305909091,15.0659375,NA,NA,16.75833333,1.18867351,30.7030608,BAAD
17000,148.5,-35.7,Eucalyptus delegatensis,evergreen,angiosperm,Evergreen angiosperm,NA,18.01041667,NA,NA,8.658333333,1.975527768,33.09661728,BAAD
18000,150.2,-35.45,Corymbia maculata,evergreen,angiosperm,Evergreen angiosperm,0.428525,23.46685714,NA,NA,16.16666667,1.407414558,30.67456608,BAAD
18000,150.2,-35.45,Eucalyptus eugenioides,evergreen,angiosperm,Evergreen angiosperm,0.28,18.55,NA,NA,16.16666667,1.407414558,30.67456608,BAAD
18000,150.2,-35.45,Eucalyptus muellerana,evergreen,angiosperm,Evergreen angiosperm,0.262525424,18.43921569,NA,NA,16.16666667,1.407414558,30.67456608,BAAD
18000,150.2,-35.45,Eucalyptus paniculata,evergreen,angiosperm,Evergreen angiosperm,0.2485,17.13333333,NA,NA,16.16666667,1.407414558,30.67456608,BAAD
18000,150.2,-35.45,Eucalyptus resinifera,evergreen,angiosperm,Evergreen angiosperm,0.225,14.8,NA,NA,16.16666667,1.407414558,30.67456608,BAAD
19000,150.3,-35.41667,Acacia spp.,evergreen,angiosperm,Evergreen angiosperm,0.143666667,13.916,NA,NA,16.275,1.562808898,31.23021312,BAAD
19000,150.3,-35.41667,Corymbia maculata,evergreen,angiosperm,Evergreen angiosperm,0.389926471,24.8834697,NA,NA,16.275,1.562808898,31.23021312,BAAD
19000,150.3,-35.41667,Eucalyptus eugenioides,evergreen,angiosperm,Evergreen angiosperm,0.273333333,21.32933333,NA,NA,16.275,1.562808898,31.23021312,BAAD
19000,150.3,-35.41667,Eucalyptus paniculata,evergreen,angiosperm,Evergreen angiosperm,0.445,21.01,NA,NA,16.275,1.562808898,31.23021312,BAAD
19000,150.3,-35.41667,Eucalyptus resinifera,evergreen,angiosperm,Evergreen angiosperm,0.172,16.55,NA,NA,16.275,1.562808898,31.23021312,BAAD
19000,150.3,-35.41667,Eucalyptus saligna,evergreen,angiosperm,Evergreen angiosperm,0.279833333,23.7830566,NA,NA,16.275,1.562808898,31.23021312,BAAD
20000,-71.88,-34.15,Pinus radiata,evergreen,gymnosperm,Evergreen gymnosperm,0.366527778,24.05138889,NA,NA,13.64166667,0.864678736,36.92915712,BAAD
21000,150.75,-33.61,Gossypium hirsutum,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,17.675,1.154412146,32.1277968,BAAD
21000,150.75,-33.61,Eucalyptus saligna,evergreen,angiosperm,Evergreen angiosperm,NA,0.816708333,NA,NA,17.675,1.154412146,32.1277968,BAAD
21000,150.75,-33.61,Eucalyptus sideroxylon,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,17.675,1.154412146,32.1277968,BAAD
21000,150.75,-33.61,Wollemia nobilis,evergreen,gymnosperm,Evergreen gymnosperm,NA,NA,NA,NA,17.675,1.154412146,32.1277968,BAAD
22000,151.283069,-33.593065,Banksia ericifolia,evergreen,angiosperm,Evergreen angiosperm,NA,0.997314286,NA,NA,17.40833333,1.788119231,32.52672288,BAAD
22000,151.283069,-33.593065,Boronia ledifolia,evergreen,angiosperm,Evergreen angiosperm,NA,0.467875,NA,NA,17.40833333,1.788119231,32.52672288,BAAD
22000,151.283069,-33.593065,Conospermum ericifolium,evergreen,angiosperm,Evergreen angiosperm,NA,0.5620625,NA,NA,17.40833333,1.788119231,32.52672288,BAAD
22000,151.283069,-33.593065,Epacris microphylla,evergreen,angiosperm,Evergreen angiosperm,NA,0.4536,NA,NA,17.40833333,1.788119231,32.52672288,BAAD
22000,151.283069,-33.593065,Grevillea buxifolia,evergreen,angiosperm,Evergreen angiosperm,NA,0.808958333,NA,NA,17.40833333,1.788119231,32.52672288,BAAD
22000,151.283069,-33.593065,Grevillea speciosa,evergreen,angiosperm,Evergreen angiosperm,NA,0.528,NA,NA,17.40833333,1.788119231,32.52672288,BAAD
22000,151.283069,-33.593065,Hakea teretifolia,evergreen,angiosperm,Evergreen angiosperm,NA,1.276823529,NA,NA,17.40833333,1.788119231,32.52672288,BAAD
22000,151.283069,-33.593065,Hemigenia purpurea ,evergreen,angiosperm,Evergreen angiosperm,NA,0.363785714,NA,NA,17.40833333,1.788119231,32.52672288,BAAD
22000,151.283069,-33.593065,Leucopogon esquamatus,evergreen,angiosperm,Evergreen angiosperm,NA,0.444933333,NA,NA,17.40833333,1.788119231,32.52672288,BAAD
22000,151.283069,-33.593065,Persoonia lanceolata,evergreen,angiosperm,Evergreen angiosperm,NA,0.827742857,NA,NA,17.40833333,1.788119231,32.52672288,BAAD
22000,151.283069,-33.593065,Petrophile pulchella,evergreen,angiosperm,Evergreen angiosperm,NA,0.899296296,NA,NA,17.40833333,1.788119231,32.52672288,BAAD
22000,151.283069,-33.593065,Phyllota phylicoides,evergreen,angiosperm,Evergreen angiosperm,NA,0.693642857,NA,NA,17.40833333,1.788119231,32.52672288,BAAD
22000,151.283069,-33.593065,Pimelea linifolia,evergreen,angiosperm,Evergreen angiosperm,NA,0.277875,NA,NA,17.40833333,1.788119231,32.52672288,BAAD
22000,151.283069,-33.593065,Pultenaea tuberculata,evergreen,angiosperm,Evergreen angiosperm,NA,0.631611111,NA,NA,17.40833333,1.788119231,32.52672288,BAAD
23000,151,-33,Eucalyptus pilularis,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,16.54166667,1.151112208,32.08505472,BAAD
23000,151,-33,Eucalytpus populnea,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,16.54166667,1.151112208,32.08505472,BAAD
24000,146.5,-30.92,Eucalyptus populnea,evergreen,angiosperm,Evergreen angiosperm,0.4584,14.67,NA,NA,19.69166667,0.396585119,39.40819776,BAAD
25000,146,-23.75,Eucalyptus melanophloia,evergreen,angiosperm,Evergreen angiosperm,0.238537892,12.62333333,NA,NA,22.25,0.582478824,42.8845536,BAAD
26000,150.56,-23.17,Eucalyptus populnea,evergreen,angiosperm,Evergreen angiosperm,0.190994066,10.79444444,NA,NA,23.13333333,0.955601929,38.59609824,BAAD
27000,147,-23.1,Eucalyptus melanophloia,evergreen,angiosperm,Evergreen angiosperm,0.211166779,10.92,NA,NA,22.33333333,0.509124685,42.5283696,BAAD
27000,147,-23.1,Eucalyptus populnea,evergreen,angiosperm,Evergreen angiosperm,0.283096855,14.671875,NA,NA,22.33333333,0.509124685,42.5283696,BAAD
28000,149.33,-23.08,Eucalyptus creba,evergreen,angiosperm,Evergreen angiosperm,0.271695172,15.96666667,NA,NA,22.74166667,0.744147198,38.85255072,BAAD
29000,-48.63,-23.04472222,Eucalyptus grandis ,evergreen,angiosperm,Evergreen angiosperm,0.104755952,12.73300926,5.205555556,3.902629499,19.83333333,1.491763503,36.64420992,BAAD
30000,-46.965507,-22.353,Eucalyptus urophylla * Eucalyptus grandis (clone),evergreen,angiosperm,Evergreen angiosperm,0.135439657,22.3,6.289239418,2.082319756,21.79166667,1.449512791,38.467872,BAAD
31000,-48.099571,-22.253129,Eucalyptus urophylla * Eucalyptus grandis (clone),evergreen,angiosperm,Evergreen angiosperm,0.126970268,19.62777778,7.987695672,3.205149869,21.25833333,1.5187663,37.42781472,BAAD
32000,-48.145853,-22.22862,Eucalyptus urophylla * Eucalyptus grandis (clone),evergreen,angiosperm,Evergreen angiosperm,0.04847447,5.728571429,7.729422395,27.83477013,21.65,1.333052656,37.64152512,BAAD
33000,-48.137487,-22.216964,Eucalyptus urophylla * Eucalyptus grandis (clone),evergreen,angiosperm,Evergreen angiosperm,0.090587447,13.43764706,8.521471897,7.000408214,21.74166667,1.344478316,37.64152512,BAAD
34000,-48.143629,-22.2042,Eucalyptus urophylla * Eucalyptus grandis (clone),evergreen,angiosperm,Evergreen angiosperm,0.117357365,16.559375,7.404537536,3.810163813,21.33333333,1.541951268,37.64152512,BAAD
35000,-47.077205,-22.123773,Eucalyptus urophylla * Eucalyptus grandis (clone),evergreen,angiosperm,Evergreen angiosperm,0.11120945,16.30625,6.307729,3.478381696,21.55833333,1.787097623,38.65308768,BAAD
36000,-44,-18.66,Acosmium sp.,deciduous,angiosperm,Deciduous angiosperm,0.075,3.5,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Astronium fraxinifolium,deciduous,angiosperm,Deciduous angiosperm,0.081333333,3.5,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Byrsonima coccolobifolia,deciduous,angiosperm,Deciduous angiosperm,0.071666667,3.166666667,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Curatella americana,deciduous,angiosperm,Deciduous angiosperm,0.14,4.5,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Eriotheca gracilipes,deciduous,angiosperm,Deciduous angiosperm,0.12225,5.0625,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Erythroxylum suberosum,deciduous,angiosperm,Deciduous angiosperm,0.074545455,2.681818182,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Lafoensia pacari,deciduous,angiosperm,Deciduous angiosperm,0.064333333,2.666666667,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Piptocarpha rotundifolia,deciduous,angiosperm,Deciduous angiosperm,0.064,3.5,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Plathymenia reticulata,deciduous,angiosperm,Deciduous angiosperm,0.111,3,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Pouteria torta,deciduous,angiosperm,Deciduous angiosperm,0.105333333,3.266666667,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Pterodon emarginatus,deciduous,angiosperm,Deciduous angiosperm,0.12675,5.125,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Qualea grandiflora,deciduous,angiosperm,Deciduous angiosperm,0.104666667,3.477777778,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Qualea parviflora,deciduous,angiosperm,Deciduous angiosperm,0.11297619,3.966666667,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Strychnos pseudoquina,deciduous,angiosperm,Deciduous angiosperm,0.083,3.5,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Stryphnodendron adstringens,deciduous,angiosperm,Deciduous angiosperm,0.17,4.75,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Terminalia argentea,deciduous,angiosperm,Deciduous angiosperm,0.121,4.15,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Sclerolobium sp.,evergreen,angiosperm,Evergreen angiosperm,0.121,4.7,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
36000,-44,-18.66,Solanum sp.,evergreen,angiosperm,Evergreen angiosperm,0.14,4.216666667,NA,NA,23.21666667,0.887532008,40.63347072,BAAD
